name,city,country,iata_code,_geoloc,links_count,objectID
Dalma Airport,Dalma Island,United Arab Emirates,ZDY,"{'lat': 24.5033833, 'lng': 52.3360528}",2,8962
Plaine Corail,Rodriguez Island,Mauritius,RRG,"{'lat': -19.757658, 'lng': 63.360983}",2,894
Veliky Ustyug,Veliky Ustyug,Russia,VUS,"{'lat': 60.788333, 'lng': 46.26}",2,8924
Kangding Airport,Kangding,China,KGT,"{'lat': 30.1575, 'lng': 101.734722}",2,8921
Termal,Rio Hondo,Argentina,RHD,"{'lat': -27.509946, 'lng': -64.936666}",2,8914
Matsapha,Manzini,Swaziland,MTS,"{'lat': -26.529022, 'lng': 31.307519}",2,887
Mendeleevo,Yuzhno-Kurilsk,Russia,DEE,"{'lat': 43.5739, 'lng': 145.4107}",2,8782
Qabala Airport,Qabala,Azerbaijan,GBB,"{'lat': 40.826667, 'lng': 47.7125}",2,8775
Gorno-Altaysk Airport,Gorno-Altaysk,Russia,RGK,"{'lat': 51.966667, 'lng': 85.833333}",2,8740
Pomalaa,Pomalaa,Indonesia,PUM,"{'lat': -4.183333, 'lng': 121.61667}",2,8735
Mthatha,Umtata,South Africa,UTT,"{'lat': -31.547903, 'lng': 28.674289}",2,866
Lloydminster,Lloydminster,Canada,YLL,"{'lat': 53.309166, 'lng': -110.0725}",2,85
Ellisras,Lephalale,South Africa,ELL,"{'lat': -23.666667, 'lng': 27.75}",2,8492
Richards Bay,Richard's Bay,South Africa,RCB,"{'lat': -28.741039, 'lng': 32.092111}",2,849
Pietermaritzburg,Pietermaritzburg,South Africa,PZB,"{'lat': -29.648975, 'lng': 30.398667}",2,843
Polokwane International,Polokwane,South Africa,PTG,"{'lat': -23.926089, 'lng': 29.484422}",2,841
Phalaborwa,Phalaborwa,South Africa,PHW,"{'lat': -23.937166, 'lng': 31.15539}",2,840
Keewaywin,Keewaywin,Canada,KEW,"{'lat': 52.991111, 'lng': -92.836389}",2,8355
Margate,Margate,South Africa,MGH,"{'lat': -30.857408, 'lng': 30.343018999999998}",2,827
Tapuruquara Airport,Santa Isabel do Rio Negro,Brazil,IRZ,"{'lat': -0.416944, 'lng': -65.033889}",2,8258
Senadora Eunice Micheles Airport,Sao Paulo de Olivenca,Brazil,OLC,"{'lat': -3.465556, 'lng': -68.918889}",2,8256
Amaury Feitosa Tomaz Airport,Eirunepe,Brazil,ERN,"{'lat': -6.639444, 'lng': -69.879722}",2,8247
Sao Felix do Araguaia Airport,Sao Felix do Araguaia,Brazil,SXO,"{'lat': -11.6325, 'lng': -50.689444}",2,8243
Bonito Airport,Bointo,Brazil,BYO,"{'lat': -21.247222, 'lng': -56.4525}",2,8242
Redencao Airport,Redencao,Brazil,RDC,"{'lat': -8.033333, 'lng': -49.98}",2,8240
Trail Airport,Trail,Canada,YZZ,"{'lat': 49.055556, 'lng': -117.609167}",2,8223
Vinnitsa,Vinnitsa,Ukraine,VIN,"{'lat': 49.2433, 'lng': 28.6063}",2,8209
Ittoqqortoormiit Heliport,Ittoqqortoormiit,Greenland,OBY,"{'lat': 70.485278, 'lng': -21.966667}",2,8208
Mulatupo Airport,Mulatupo,Panama,MPP,"{'lat': 8.95, 'lng': -77.75}",2,8207
Garachine Airport,Garachine,Panama,GHE,"{'lat': 8.06, 'lng': -78.36}",2,8206
Achutupo Airport,Achutupo,Panama,ACU,"{'lat': 9.2, 'lng': -77.98}",2,8204
Goodnews Airport,Goodnews Bay,United States,GNU,"{'lat': 59.1175, 'lng': -161.5775}",2,8202
Puerto Obaldia,Puerto Obaldia,Panama,PUE,"{'lat': 8.68333, 'lng': -77.5333}",2,7962
El Porvenir,El Porvenir,Panama,PVE,"{'lat': 9.559167, 'lng': -78.971111}",2,7901
Playon Chico,Playon Chico,Panama,PYC,"{'lat': 9.303333, 'lng': -78.236111}",2,7895
Marktoberdorf BF,Marktoberdorf,Germany,OAL,"{'lat': 47.78, 'lng': 10.627}",2,7798
Mysore Airport,Mysore,India,MYQ,"{'lat': 12.3072, 'lng': 76.6497}",2,7774
Stephenville,Stephenville,Canada,YJT,"{'lat': 48.544167, 'lng': -58.549999}",2,77
Los Alamos Airport,Los Alamos,United States,LAM,"{'lat': 35.8798019, 'lng': -106.2694153}",2,7584
Dickwella Airport,Dickwella,Sri Lanka,DIW,"{'lat': 5.966667, 'lng': 80.683333}",2,7562
Ulaangom Airport,Ulaangom,Mongolia,ULO,"{'lat': 49.973333, 'lng': 92.079722}",2,7558
Yasuj Airport,Yasuj,Iran,YES,"{'lat': 30.700556, 'lng': 51.545}",2,7547
Sao Gabriel da Cachoeira Airport,Sao Gabriel da Cachoeira,Brazil,SJL,"{'lat': -0.148056, 'lng': -66.9858}",2,7530
Longyan Airport,Longyan,China,LCX,"{'lat': 25.674167, 'lng': 116.746389}",2,7504
Burevestnik Airport,Iturup Island,Russia,BVV,"{'lat': 44.92, 'lng': 147.621667}",2,7478
Olgii Airport,Olgii,Mongolia,ULG,"{'lat': 48.991667, 'lng': 89.919722}",2,7470
Lleida-Alguaire Airport,Lleida,Spain,ILD,"{'lat': 41.727778, 'lng': 0.535833}",2,7459
Pakuba Airport,Pakuba,Uganda,PAF,"{'lat': 2.3275, 'lng': 31.5}",2,7450
Guanambi Airport,Guanambi,Brazil,GNM,"{'lat': -14.216667, 'lng': -42.783333}",2,7407
Barcelos Airport,Barcelos,Brazil,BAZ,"{'lat': -0.975, 'lng': -62.923889}",2,7399
Coari Airport,Coari,Brazil,CIZ,"{'lat': -4.085, 'lng': -63.140833}",2,7398
Araxa Airport,Araxa,Brazil,AAX,"{'lat': -19.563056, 'lng': -46.960278}",2,7395
General leite de Castro Airport,Rio Verde,Brazil,RVD,"{'lat': -17.790278, 'lng': -50.918333}",2,7394
Tancredo Thomaz de Faria Airport,Guarapuava,Brazil,GPB,"{'lat': -25.383333, 'lng': -51.45}",2,7383
Rondonopolis Airport,Rondonopolis,Brazil,ROO,"{'lat': -16.466667, 'lng': -54.633333}",2,7382
Minacu Airport,Minacu,Brazil,MQH,"{'lat': -13.526944, 'lng': -48.220556}",2,7375
Julio Belem Airport,Parintins,Brazil,PIN,"{'lat': -2.627778, 'lng': -56.735833}",2,7372
Gurupi Airport,Gurupi,Brazil,GRP,"{'lat': -11.728889, 'lng': -49.068889}",2,7368
Villa Garzon Airport,Villa Garzon,Colombia,VGZ,"{'lat': 0.978889, 'lng': -76.605556}",2,7359
La Macarena,La Macarena,Colombia,LMC,"{'lat': 2.179167, 'lng': -73.7875}",2,7358
Uyuni Airport,Uyuni,Bolivia,UYU,"{'lat': -20.466667, 'lng': -66.833333}",2,7313
Christiansted Harbor Seaplane Base,Christiansted,Virgin Islands,SSB,"{'lat': 17.747222, 'lng': -64.705}",2,7310
Manley Hot Springs Airport,Manley Hot Springs,United States,MLY,"{'lat': 64.9975, 'lng': -150.644167}",2,7246
Kake Seaplane Base,Kake,United States,KAE,"{'lat': 56.973056, 'lng': -133.945556}",2,7243
Healy River Airport,Healy,United States,HKB,"{'lat': 63.8675, 'lng': -148.968889}",2,7242
Stony River 2 Airport,Stony River,United States,SRV,"{'lat': 61.7875, 'lng': -156.591111}",2,7241
Red Devil Airport,Red Devil,United States,RDV,"{'lat': 61.788056, 'lng': -157.350278}",2,7239
Circle City Airport,Circle,United States,IRC,"{'lat': 65.827778, 'lng': -144.076111}",2,7236
Ornskoldsvik,Ornskoldsvik,Sweden,OER,"{'lat': 63.408339, 'lng': 18.990039}",2,722
Takotna Airport,Takotna,United States,TCT,"{'lat': 62.971944, 'lng': -156.082778}",2,7215
Nikolai Airport,Nikolai,United States,NIB,"{'lat': 63.010833, 'lng': -154.383889}",2,7214
Nelson Lagoon,Nelson Lagoon,United States,NLG,"{'lat': 56.0075, 'lng': -161.160278}",2,7203
False Pass Airport,False Pass,United States,KFP,"{'lat': 54.8475, 'lng': -163.410278}",2,7202
Nikolski Air Station,Nikolski,United States,IKO,"{'lat': 52.941667, 'lng': -168.848889}",2,7196
Atka Airport,Atka,United States,AKB,"{'lat': 52.220278, 'lng': -174.206389}",2,7195
Tin City LRRS Airport,Tin City,United States,TNC,"{'lat': 65.563056, 'lng': -167.921667}",2,7194
Seal Bay Seaplane Base,Seal Bay,United States,SYB,"{'lat': 58.166667, 'lng': -152.5}",2,7173
Kitoi Bay Seaplane Base,Kitoi Bay,United States,KKB,"{'lat': 58.190833, 'lng': -152.370556}",2,7168
Amook Bay Seaplane Base,Amook Bay,United States,AOS,"{'lat': 57.471389, 'lng': -153.815278}",2,7167
Larsen Bay Airport,Larsen Bay,United States,KLN,"{'lat': 57.535, 'lng': -153.976667}",2,7162
Akhiok Airport,Akhiok,United States,AKK,"{'lat': 56.938611, 'lng': -154.1825}",2,7160
South Naknek Airport,South Naknek,United States,WSN,"{'lat': 58.702222, 'lng': -157.0025}",2,7159
Pilot Point Airport,Pilot Point,United States,PIP,"{'lat': 57.585393, 'lng': -157.571944}",2,7158
Perryville Airport,Perryville,United States,KPV,"{'lat': 55.906667, 'lng': -159.160833}",2,7157
Chignik Lagoon Airport,Chignik Lagoon,United States,KCL,"{'lat': 56.311111, 'lng': -158.534167}",2,7155
Egegik Airport,Egegik,United States,EGX,"{'lat': 58.185556, 'lng': -157.375556}",2,7154
Chignik Lake Airport,Chignik Lake,United States,KCQ,"{'lat': 56.255, 'lng': -158.775278}",2,7153
North Whale Seaplane Base,North Whale Pass,United States,WWP,"{'lat': 56.116389, 'lng': -133.121667}",2,7152
Port Protection Seaplane Base,Port Protection,United States,PPV,"{'lat': 56.328889, 'lng': -133.61}",2,7151
Point Baker Seaplane Base,Point Baker,United States,KPB,"{'lat': 56.351944, 'lng': -133.6225}",2,7150
Hydaburg Seaplane Base,Hydaburg,United States,HYG,"{'lat': 55.206389, 'lng': -132.828333}",2,7148
Excursion Inlet Seaplane Base,Excursion Inlet,United States,EXI,"{'lat': 58.420556, 'lng': -135.449167}",2,7141
Pelican Seaplane Base,Pelican,United States,PEC,"{'lat': 57.955278, 'lng': -136.236389}",2,7138
Tenakee Seaplane Base,Tenakee Springs,United States,TKE,"{'lat': 57.779722, 'lng': -135.218333}",2,7137
Elfin Cove Seaplane Base,Elfin Cove,United States,ELV,"{'lat': 58.195278, 'lng': -136.3475}",2,7136
Angoon Seaplane Base,Angoon,United States,AGN,"{'lat': 57.503611, 'lng': -134.585}",2,7135
Merced Municipal Airport,Merced,United States,MCE,"{'lat': 37.284722, 'lng': -120.513889}",2,7122
Visalia Municipal Airport,Visalia,United States,VIS,"{'lat': 36.318611, 'lng': -119.392778}",2,7121
Coldfoot Airport,Coldfoot,United States,CXF,"{'lat': 67.251389, 'lng': -150.176111}",2,7119
Birch Creek Airport,Brich Creek,United States,KBC,"{'lat': 66.256708, 'lng': -145.815319}",2,7118
Central Airport,Central,United States,CEM,"{'lat': 65.573889, 'lng': -144.780833}",2,7116
Rampart Airport,Rampart,United States,RMP,"{'lat': 65.507778, 'lng': -150.140833}",2,7112
Minto Airport,Minto,United States,MNT,"{'lat': 65.143611, 'lng': -149.37}",2,7110
Levelock Airport,Levelock,United States,KLL,"{'lat': 59.128056, 'lng': -156.858611}",2,7102
Chuathbaluk Airport,Chuathbaluk,United States,CHU,"{'lat': 61.579167, 'lng': -159.215556}",2,7091
Orcas Island Airport,Eastsound,United States,ESD,"{'lat': 48.708056, 'lng': -122.910556}",2,7083
Friday Harbor Airport,Friday Harbor,United States,FRD,"{'lat': 48.521944, 'lng': -123.024444}",2,7082
Vernal Regional Airport,Vernal,United States,VEL,"{'lat': 40.440833, 'lng': -109.51}",2,7076
Canyonlands Field,Moab,United States,CNY,"{'lat': 38.755, 'lng': -109.754722}",2,7074
LM Clayton Airport,Wolf Point,United States,OLF,"{'lat': 48.094444, 'lng': -105.575}",2,7071
Dawson Community Airport,Glendive,United States,GDV,"{'lat': 47.138611, 'lng': -104.807222}",2,7070
McCook Regional Airport,McCook,United States,MCK,"{'lat': 40.206389, 'lng': -100.592222}",2,7068
Sidney-Richland Municipal Airport,Sidney,United States,SDY,"{'lat': 47.706944, 'lng': -104.1925}",2,7065
Manistee County-Blacker Airport,Manistee,United States,MBL,"{'lat': 44.2725, 'lng': -86.246944}",2,7054
Gunnison - Crested Butte,Gunnison,United States,GUC,"{'lat': 38.533889, 'lng': -106.933056}",2,7051
Gelendzik,Gelendzik,Russia,GDZ,"{'lat': 44.566666666667, 'lng': 38.016666666667}",2,7041
Kristianstad,Kristianstad,Sweden,KID,"{'lat': 55.921686, 'lng': 14.085536}",2,703
Thief River Falls,Thief River Falls,United States,TVF,"{'lat': 48.065556, 'lng': -96.185}",2,7018
St. Augustine Airport,St. Augustine Airport,United States,UST,"{'lat': 29.959167, 'lng': -81.339722}",2,6989
Tunoshna,Yaroslavl,Russia,IAR,"{'lat': 57.560666676667, 'lng': 40.157369454444}",2,6940
Trollhattan Vanersborg,Trollhattan,Sweden,THN,"{'lat': 58.318056, 'lng': 12.345}",2,693
Pangborn Field,Wenatchee,United States,EAT,"{'lat': 47.398, 'lng': -120.206}",2,6916
Eastern Oregon Regional Airport,Pendleton,United States,PDT,"{'lat': 45.695, 'lng': -118.841389}",2,6883
Riverton Regional,Riverton WY,United States,RIW,"{'lat': 43.064167, 'lng': -108.459722}",2,6881
Montrose Regional Airport,Montrose CO,United States,MTJ,"{'lat': 38.509794, 'lng': -107.894242}",2,6880
Williamson Country Regional Airport,Marion,United States,MWA,"{'lat': 37.7549569, 'lng': -89.0110936}",2,6825
Culebra Airport,Culebra Island,Puerto Rico,CPX,"{'lat': 18.3127, 'lng': -65.3034}",2,6814
Delta County Airport,Escanaba,United States,ESC,"{'lat': 45.722778, 'lng': -87.093611}",2,6800
Orange Airport,Orange,Australia,OAG,"{'lat': -33.3817, 'lng': 149.133}",2,6793
Grafton Airport,Grafton,Australia,GFN,"{'lat': -29.7594, 'lng': 153.03}",2,6792
Hamadan Airport,Hamadan,Iran,HDM,"{'lat': 34.869167, 'lng': 48.5525}",2,6790
Tekirdağ Çorlu Airport,Çorlu,Turkey,TEQ,"{'lat': 41.13825, 'lng': 27.919094}",2,6784
Sinop Airport,Sinop,Turkey,SIC,"{'lat': 42.0158, 'lng': 35.0664}",2,6783
Canakkale Airport,Canakkale,Turkey,CKZ,"{'lat': 40.137722, 'lng': 26.426777}",2,6781
Anadolu Airport,Eskissehir,Turkey,AOE,"{'lat': 39.809858, 'lng': 30.519378}",2,6780
Walaha Airport,Walaha,Vanuatu,WLH,"{'lat': -15.412, 'lng': 167.691}",2,6771
Tanjung Manis Airport,Tanjung Manis,Malaysia,TGC,"{'lat': 2.17784, 'lng': 111.202}",2,6770
Togiak Airport,Togiak Village,United States,TOG,"{'lat': 59.0528, 'lng': -160.397}",2,6767
Port Heiden Airport,Port Heiden,United States,PTH,"{'lat': 56.9591, 'lng': -158.633}",2,6766
King Cove Airport,King Cove,United States,KVC,"{'lat': 55.1163, 'lng': -162.266}",2,6765
Igiugig Airport,Igiugig,United States,IGG,"{'lat': 59.324, 'lng': -155.902}",2,6763
Burgos Airport,Burgos,Spain,RGS,"{'lat': 42.357628, 'lng': -3.620764}",2,6757
Leon Airport,Leon,Spain,LEN,"{'lat': 42.589, 'lng': -5.655556}",2,6756
Nueva Loja Airport,Lago Agrio,Ecuador,LGQ,"{'lat': 0.093056, 'lng': -76.8675}",2,6750
Parsabade Moghan Airport,Parsabad,Iran,PFQ,"{'lat': 39.603606, 'lng': 47.8815}",2,6749
Ilam Airport,Ilam,Iran,IIL,"{'lat': 33.586606, 'lng': 46.404842}",2,6748
Governador Valadares Airport,Governador Valadares,Brazil,GVR,"{'lat': -18.8952, 'lng': -41.9822}",2,6735
Kirovsk-Apatity Airport,Apatity,Russia,KVK,"{'lat': 67.4633, 'lng': 33.5883}",2,6734
Cauayan Airport,Cauayan,Philippines,CYZ,"{'lat': 16.929861, 'lng': 121.753036}",2,6733
Arctic Village Airport,Arctic Village,United States,ARC,"{'lat': 68.1147, 'lng': -145.579}",2,6729
Mekoryuk Airport,Mekoryuk,United States,MYU,"{'lat': 60.3714, 'lng': -166.271}",2,6720
Geiteryggen,Skien,Norway,SKE,"{'lat': 59.185, 'lng': 9.566944}",2,659
Roros,Roros,Norway,RRS,"{'lat': 62.578411, 'lng': 11.342347}",2,656
Orland,Orland,Norway,OLA,"{'lat': 63.698908, 'lng': 9.604003}",2,655
Tambow,Tambow,Russia,TBW,"{'lat': 52.81, 'lng': 41.48}",2,6466
Provincetown Muni,Provincetown,United States,PVC,"{'lat': 42.071945, 'lng': -70.22139}",2,6456
Boulder City Municipal Airport,Boulder City,United States,BLD,"{'lat': 35.5651, 'lng': -114.514}",2,6449
Grand Canyon West Airport,Grand Canyon West,United States,GCW,"{'lat': 35.5925, 'lng': -113.4859}",2,6448
Leirin,Fagernes,Norway,VDB,"{'lat': 61.015556, 'lng': 9.288056}",2,642
Bardufoss,Bardufoss,Norway,BDU,"{'lat': 69.055758, 'lng': 18.540356}",2,640
Khovd Airport,Khovd,Mongolia,HVD,"{'lat': 47.9541, 'lng': 91.6282}",2,6373
Altai Airport,Altai,Mongolia,LTI,"{'lat': 46.3764, 'lng': 96.2211}",2,6370
Whyalla Airport,Whyalla,Australia,WYA,"{'lat': -33.0589, 'lng': 137.514}",2,6334
Thargomindah Airport,Thargomindah,Australia,XTG,"{'lat': -27.9864, 'lng': 143.811}",2,6329
Cocos Keeling Island Airport,Cocos Keeling Island,Cocos (Keeling) Islands,CCK,"{'lat': -12.1883, 'lng': 96.8339}",2,6315
Port Augusta Airport,Argyle,Australia,PUG,"{'lat': -32.506944, 'lng': 137.716667}",2,6312
Olympic Dam Airport,Olympic Dam,Australia,OLP,"{'lat': -30.485, 'lng': 136.877}",2,6311
Moree Airport,Moree,Australia,MRZ,"{'lat': -29.4989, 'lng': 149.845}",2,6300
McArthur River Mine Airport,McArthur River Mine,Australia,MCV,"{'lat': -16.4425, 'lng': 136.084}",2,6297
Milingimbi Airport,Milingimbi,Australia,MGT,"{'lat': -12.0944, 'lng': 134.894}",2,6295
Lismore Airport,Lismore,Australia,LSY,"{'lat': -28.8303, 'lng': 153.26}",2,6287
Horn Island Airport,Horn Island,Australia,HID,"{'lat': -10.5864, 'lng': 142.29}",2,6272
Elcho Island Airport,Elcho Island,Australia,ELC,"{'lat': -12.0194, 'lng': 135.571}",2,6265
Devonport Airport,Devonport,Australia,DPO,"{'lat': -41.1697, 'lng': 146.43}",2,6264
Ceduna Airport,Ceduna,Australia,CED,"{'lat': -32.1306, 'lng': 133.71}",2,6256
Coober Pedy Airport,Coober Pedy,Australia,CPD,"{'lat': -29.04, 'lng': 134.721}",2,6253
Barcaldine Airport,Barcaldine,Australia,BCI,"{'lat': -23.5653, 'lng': 145.307}",2,6238
Ranai Airport,Ranai-Natuna Besar Island,Indonesia,NTX,"{'lat': 3.908714, 'lng': 108.387897}",2,6225
Bakalalan Airport,Bakalalan,Malaysia,BKM,"{'lat': 3.974, 'lng': 115.618}",2,6218
Kawthoung Airport,Kawthoung,Burma,KAW,"{'lat': 10.049258, 'lng': 98.538006}",2,6198
Dien Bien Phu Airport,Dienbienphu,Vietnam,DIN,"{'lat': 21.397481, 'lng': 103.007831}",2,6192
Sonderborg,Soenderborg,Denmark,SGD,"{'lat': 54.964367, 'lng': 9.791731}",2,619
Mae Sot Airport,Tak,Thailand,MAQ,"{'lat': 16.699856, 'lng': 98.545056}",2,6186
Nepalgunj Airport,Nepalgunj,Nepal,KEP,"{'lat': 28.103633, 'lng': 81.667006}",2,6182
Chandragadhi Airport,Chandragarhi,Nepal,BDP,"{'lat': 26.570822, 'lng': 88.079578}",2,6180
Bornholm Ronne,Ronne,Denmark,RNN,"{'lat': 55.063267, 'lng': 14.759558}",2,618
Bharatpur Airport,Bharatpur,Nepal,BHR,"{'lat': 27.6781, 'lng': 84.4294}",2,6179
Barisal Airport,Barisal,Bangladesh,BZL,"{'lat': 22.801, 'lng': 90.3012}",2,6176
Shillong Airport,Shillong,India,SHL,"{'lat': 25.7036, 'lng': 91.9787}",2,6172
Penza Airport,Penza,Russia,PEZ,"{'lat': 53.1106, 'lng': 45.0211}",2,6165
Orsk Airport,Orsk,Russia,OSW,"{'lat': 51.0725, 'lng': 58.5956}",2,6164
Kursk East Airport,Kursk,Russia,URS,"{'lat': 51.7506, 'lng': 36.2956}",2,6157
Lopez Island Airport,Lopez,United States,LPS,"{'lat': 48.4839, 'lng': -122.938}",2,6136
Grant County Airport,Silver City,United States,SVC,"{'lat': 32.6365, 'lng': -108.156}",2,6135
Akutan Seaplane Base,Akutan,United States,KQA,"{'lat': 54.1325, 'lng': -165.785}",2,6134
Mid Delta Regional Airport,Greenville,United States,GLH,"{'lat': 33.4829, 'lng': -90.9856}",2,6130
Kearney Municipal Airport,Kearney,United States,EAR,"{'lat': 40.727, 'lng': -99.0068}",2,6129
Elista Airport,Elista,Russia,ESL,"{'lat': 46.3739, 'lng': 44.3309}",2,6125
Beslan Airport,Beslan,Russia,OGZ,"{'lat': 43.2051, 'lng': 44.6066}",2,6124
Grozny Airport,Grozny,Russia,GRV,"{'lat': 43.2981, 'lng': 45.7841}",2,6122
Igarka Airport,Igarka,Russia,IAA,"{'lat': 67.4372, 'lng': 86.6219}",2,6121
Karup,Karup,Denmark,KRP,"{'lat': 56.297458, 'lng': 9.124628}",2,612
Kyzyl Airport,Kyzyl,Russia,KYZ,"{'lat': 51.6694, 'lng': 94.4006}",2,6118
Petrozavodsk Airport,Petrozavodsk,Russia,PES,"{'lat': 61.8852, 'lng': 34.1547}",2,6114
Solovki Airport,Solovetsky Islands,Russia,CSH,"{'lat': 65.03, 'lng': 35.7333}",2,6110
Uzhhorod International Airport,Uzhgorod,Ukraine,UDJ,"{'lat': 48.634278, 'lng': 22.263356}",2,6109
Kingston,Kingston,Canada,YGK,"{'lat': 44.225277, 'lng': -76.596944}",2,61
Nakhchivan Airport,Nakhchivan,Azerbaijan,NAJ,"{'lat': 39.1888, 'lng': 45.4584}",2,6090
Santa Rosa Airport,Santa Rosa,Brazil,SRA,"{'lat': -27.9067, 'lng': -54.5204}",2,6069
Capitán Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia,RIB,"{'lat': -11.0, 'lng': -66.0}",2,6058
Capitán de Av. Emilio Beltrán Airport,Guayaramerín,Bolivia,GYA,"{'lat': -10.8206, 'lng': -65.3456}",2,6056
Reyes Murillo Airport,Nuquí,Colombia,NQU,"{'lat': 5.7, 'lng': -77.28}",2,6053
La Pedrera Airport,La Pedrera,Colombia,LPD,"{'lat': -1.33, 'lng': -69.58}",2,6052
Caucaya Airport,Puerto Leguízamo,Colombia,LQM,"{'lat': -0.18, 'lng': -74.77}",2,6051
Chapada Diamantina Airport,Lençóis,Brazil,LEC,"{'lat': -12.4823, 'lng': -41.277}",2,6036
Masbate Airport,Masbate,Philippines,MBT,"{'lat': 12.3694, 'lng': 123.629}",2,6025
Calbayog Airport,Calbayog City,Philippines,CYP,"{'lat': 12.072706, 'lng': 124.545092}",2,6023
Virac Airport,Virac,Philippines,VRC,"{'lat': 13.576439, 'lng': 124.205672}",2,6022
Jolo Airport,Jolo,Philippines,JOL,"{'lat': 6.05367, 'lng': 121.011}",2,6013
Camiguin Airport,Camiguin,Philippines,CGM,"{'lat': 9.25352, 'lng': 124.707}",2,6012
Yangyang International Airport,Sokcho / Gangneung,South Korea,YNY,"{'lat': 38.061311, 'lng': 128.669164}",2,6006
Wonju Airport,Wonju,South Korea,WJU,"{'lat': 37.438081, 'lng': 127.960383}",2,6005
Shonai Airport,Shonai,Japan,SYO,"{'lat': 38.812222, 'lng': 139.787222}",2,6001
Odate Noshiro Airport,Odate Noshiro,Japan,ONJ,"{'lat': 40.1919, 'lng': 140.371}",2,6000
Iwami Airport,Iwami,Japan,IWJ,"{'lat': 34.6764, 'lng': 131.79}",2,5998
Losuia Airport,Losuia,Papua New Guinea,LSA,"{'lat': -8.50582, 'lng': 151.081}",2,5980
Adak Airport,Adak Island,United States,ADK,"{'lat': 51.878, 'lng': -176.646}",2,5959
Sambu Airport,Boca de Sábalo,Panama,SAX,"{'lat': 8.017, 'lng': -78.2}",2,5958
Contadora Airport,Contadora Island,Panama,OTD,"{'lat': 8.62876, 'lng': -79.0347}",2,5957
Bahia Piña Airport,Bahia Piña,Panama,BFQ,"{'lat': 7.583, 'lng': -78.2}",2,5955
Skardu Airport,Skardu,Pakistan,KDU,"{'lat': 35.335508, 'lng': 75.536047}",2,5949
Dalbandin Airport,Dalbandin,Pakistan,DBA,"{'lat': 28.8783, 'lng': 64.3998}",2,5941
Sabzevar National Airport,Sabzevar,Iran,AFZ,"{'lat': 36.168083, 'lng': 57.595183}",2,5931
Bojnourd Airport,Bojnourd,Iran,BJB,"{'lat': 37.492958, 'lng': 57.308219}",2,5930
Bam Airport,Bam,Iran,BXR,"{'lat': 29.084169, 'lng': 58.450042}",2,5928
Khoram Abad Airport,Khorram Abad,Iran,KHD,"{'lat': 33.435378, 'lng': 48.282889}",2,5927
Île des Pins Airport,Île des Pins,New Caledonia,ILP,"{'lat': -22.5889, 'lng': 167.456}",2,5921
Anelghowhat Airport,Anelghowhat,Vanuatu,AUY,"{'lat': -20.2492, 'lng': 169.771}",2,5914
Valesdir Airport,Valesdir,Vanuatu,VLS,"{'lat': -16.7961, 'lng': 168.177}",2,5911
Tongoa Island Airport,Tongoa Island,Vanuatu,TGH,"{'lat': -16.8911, 'lng': 168.551}",2,5909
Naone Airport,Maewo Island,Vanuatu,MWF,"{'lat': -15.0, 'lng': 168.083}",2,5903
Sara Airport,Pentecost Island,Vanuatu,SSR,"{'lat': -15.4708, 'lng': 168.152}",2,5899
Sangafa Airport,Sangafa,Vanuatu,EAE,"{'lat': -17.0903, 'lng': 168.343}",2,5896
Pointe Vele Airport,Futuna Island,Wallis and Futuna,FUT,"{'lat': -14.3114, 'lng': -178.066}",2,5885
Vanua Balavu Airport,Vanua Balavu,Fiji,VBV,"{'lat': -17.269, 'lng': -178.976}",2,5883
Rotuma Airport,Rotuma,Fiji,RTA,"{'lat': -12.4825, 'lng': 177.071}",2,5877
Lakeba Island Airport,Lakeba Island,Fiji,LKB,"{'lat': -18.1992, 'lng': -178.817}",2,5873
Cicia Airport,Cicia,Fiji,ICI,"{'lat': -17.7433, 'lng': -179.342}",2,5867
Mitiaro Island Airport,Mitiaro Island,Cook Islands,MOI,"{'lat': -19.8425, 'lng': -157.703}",2,5865
Mauke Airport,Mauke Island,Cook Islands,MUK,"{'lat': -20.1361, 'lng': -157.345}",2,5864
Mangaia Island Airport,Mangaia Island,Cook Islands,MGS,"{'lat': -21.8956, 'lng': -157.905}",2,5862
Long Banga Airport,Long Banga,Malaysia,LBP,"{'lat': 3.18495, 'lng': 115.454}",2,5855
Tobias Bolanos International Airport,San Jose,Costa Rica,SYQ,"{'lat': 9.957053, 'lng': -84.139797}",2,5848
Aerotortuguero Airport,Roxana,Costa Rica,TTQ,"{'lat': 10.569, 'lng': -83.5148}",2,5842
Jaqué Airport,Jaqué,Panama,JQE,"{'lat': 7.51778, 'lng': -78.1572}",2,5840
Salt Cay Airport,Salt Cay,Turks and Caicos Islands,SLX,"{'lat': 21.333, 'lng': -71.2}",2,5809
Ubari Airport,Ubari,Libya,QUB,"{'lat': 26.5675, 'lng': 12.8231}",2,5805
Balikesir Korfez Airport,Balikesir Korfez,Turkey,EDO,"{'lat': 39.5546, 'lng': 27.0138}",2,5802
Isparta Süleyman Demirel Airport,Isparta,Turkey,ISE,"{'lat': 37.8554, 'lng': 30.3684}",2,5801
Mount Pleasant,Mount Pleasant,Falkland Islands,MPN,"{'lat': -51.822777, 'lng': -58.447222}",2,579
